nct_id,study_status,shap_value,feature_value,direction,snippet,dim,mean_abs
NCT06045741,1,-0.004031050970850174,0.570939302,low,"Virtual Reality - A New Vision on Pain | Chronic Pain|Pain, Chronic|Musculoskeletal Disorder|Musculoskeletal Pain|Musculoskeletal Diseases or Conditions|Musculoskeletal Neck Pain|Back Pain | The purpose of the project is to investigate if t…",52,0.002817568406159618
NCT05831644,1,-0.00379490430996384,0.196372256,low,"A Trial to Evaluate the Effect of C21 on Endothelial Dysfunction in Subjects With Type 2 Diabetes | Type2diabetes|Endothelial Dysfunction | This trial is a single-centre, randomized, double-blind, placebo-controlled, 2-way cross-over phase …",52,0.002817568406159618
NCT06032871,1,0.005121962452690241,0.038050659,high,Comparisons of Two Airway Clearance Techniques | Airway Clearance Impairment | The goal of this clinical trial is to compare the effectiveness of two airway clearance techniques for patients with ventilator associated pneumonia. The main qu…,96,0.002697199121825989
NCT05711290,1,0.004979645161761255,0.083760865,high,"Oxygen Nanobubble Drink Impact on Exercise in Pulmonary Fibrosis | Pulmonary Fibrosis | Approximately 1 in 5 (or 12.7 million adults) in the UK have longstanding respiratory illnesses, and 6.5 million patients report taking prescription med…",96,0.002697199121825989
NCT06084650,1,0.004950556086819801,-0.169776335,high,Optical Coherence Tomography (OCT) and OCT Angiography(OCTA) Deep Learning in Waldenström's Macroglobulinemia Patients | Waldenstrom Macroglobulinemia | This study evaluates the ability of deep learning to improve the knowledge about struct…,96,0.002697199121825989
NCT05982639,1,0.004822187882334674,0.018999463,high,"Comparative Analysis of the Lung Inflammatory Response After Thoracic Surgery With Single or Double Lung Ventilation: a Randomized, Pilot, Trial | Thoracic Diseases|Surgery | The goal of this clinical trial is to compare in patients undergo…",96,0.002697199121825989
NCT05792800,1,0.00464331892501832,-0.091959409,high,"Dental Practitioners KAP Regarding Caries Preventive Measures in Cairo and Riyadah | Tooth Diseases|Caries,Dental | The study aims to evaluate the knowledge, attitude, and practice of dental practitioners from Cairo and Riyadh regarding car…",96,0.002697199121825989
NCT05422625,1,0.004570615065176753,-0.212985665,high,"PTNS for Female Patients Suffering From Multiple Sclerosis | Multiple Sclerosis|Overactive Bladder | This is a pilot, single blind, randomized, sham-controlled trial to assess the benefit of Percutaneous Tibial Nerve Stimulation (PTNS) in t…",96,0.002697199121825989
NCT05986175,1,0.004542086382766684,-0.204748988,high,"The Effect of Motor Imagery Training in Addition to Core Stabilization Exercises on Core Performance, Balance, Functional Capacity, and Quality of Life in Healthy Adolescents Girls | Adolescent | Adolescence is the period in which a person …",96,0.002697199121825989
NCT06336629,1,0.00396084057277676,-0.28372702,high,A Study Assessing the Efficacy and Safety of Combined Use of Clascoterone 1% Cream and Duac Gel (Benzoyl Peroxide/Clindamycin) for the Treatment of Acne | Acne Vulgaris | Winlevi is the first topical anti androgen and sebum inhibitor approv…,96,0.002697199121825989
NCT05897411,1,-0.01012855589757919,-0.119908668,low,"Deconditioning of Acquired Food Aversion | Healthy | Background. Aversive conditioning impairs the rewarding value of a comfort meal.

Our aim is to demonstrate the potential effect of deconditioning to reverse aversive conditioning and res…",96,0.002697199121825989
NCT06198192,1,-0.009063077748372735,-0.06496717,low,Effects of Pilates Exercises on Hearing Impairment Children | Hearing Impaired Children | This study will determine the effects of Pilates exercises on static and dynamic balance in children with hearing impairment. Children with hearing im…,96,0.002697199121825989
NCT06112899,1,-0.008863623658678535,-0.179781318,low,The Effects of Swedish Massage and Manual Lymph Drainage on Muscle Fatigue | Muscle Soreness | 12 healthy men aged 18-30 will be included in the study. Participants will be selected from students who regularly train and do active sports at …,96,0.002697199121825989
NCT06496269,1,-0.008605716560899736,-0.159418419,low,"Impact of Microvascular Inflammation on Kidney Allograft Outcome | Transplant;Failure,Kidney|Kidney Transplant Rejection | Graft microvascular inflammation poses a significant challenge to successful kidney transplantation due to its hetero…",96,0.002697199121825989
NCT05814029,1,-0.0073437012961744584,-0.096073627,low,"Different Mobilization Techniques on Balance, Gait, Jumping and Foot Plantar Pressure | Dorsiflexion Deformity of Foot | Adequate ankle dorsiflexion range of motion is important for normal performance of functional activities such as walkin…",96,0.002697199121825989
NCT05999682,1,-0.007273005140732493,-0.08284954,low,"Improvement of Organ Function by Apigenin in Elderly Patients With Sepsis | Sepsis|Septic Shock | In this single-center, randomized, single-blind, placebo-controlled pilot clinical trial. The effect of apigenin on the improvement of organ f…",96,0.002697199121825989
NCT06126250,1,-0.006657937083796242,-0.160391003,low,"Safety and Efficacy of U-Shaped Sonic Toothbrush on Plaque and Gingivitis | Plaque Induced Gingivitis | The goal of this 30 day, randomized, two group, parallel, examiner-blind clinical study is to evaluate the safety and efficacy of AutoBr…",96,0.002697199121825989
NCT06957951,1,-0.006473570046243537,-0.096483439,low,"Effectiveness of WBV-Supported Core Training on Lumbar Disc Herniation | Lumbar Disc Herniation|Low Back Pain | ""This randomized controlled trial investigated the effects of conventional physiotherapy, core stabilization exercises, and WBV-…",96,0.002697199121825989
NCT07008079,1,0.014371522658452705,-0.142782331,high,Flapless Mini-incision Implant Surgery | IMPLANTATION|Dental Implant|Dental Implant Placement|Peri-Implant Tissues | evaluate the clinical efficacy of the flapless mini-incision method compared to conventional flap and flapless punch method…,38,0.002561501491918894
NCT06032871,1,0.012651736518639609,-0.0663663,high,Comparisons of Two Airway Clearance Techniques | Airway Clearance Impairment | The goal of this clinical trial is to compare the effectiveness of two airway clearance techniques for patients with ventilator associated pneumonia. The main qu…,38,0.002561501491918894
NCT05921955,1,0.01174307577550735,-0.089052394,high,Application of High-flow Nasal Oxygen in Cesarean Section | Fetal Acidemia | The study propose that the using the high-flow nasl oxygen to provide oxygen for maternal can improve the fetal acidemia and the neonatal outcomes during cesarean …,38,0.002561501491918894
NCT06141577,1,0.011339816419879866,-0.018852353,high,"A Study to Compare Pharmacokinetics, Pharmacodynamics and Safety of UI059 and UIC202201 in Healthy Subjects | GERD | A randomized, open-label, multiple-dose crossover phase 1 clinical trial to compare and evaluate the safety, pharmacokineti…",38,0.002561501491918894
NCT05742633,1,0.011311175389867003,-0.043625832,high,Comparative Effect of Active Release Technique Versus Self-myofascial Release in Improving Piriformis Syndrome | Piriformis Syndrome | The goal of this Randomized controlled trial is to examine comparative effect of active release technique…,38,0.002561501491918894
NCT05837247,1,0.010161782956340631,-0.024455002,high,"Effects of Telemonitoring-supported Game-based Home Exercises in Juvenile Idiopathic Arthritis | Exercise Therapy|Juvenile Idiopathic Arthritis | In order to cope with pain, improve quality of life and prevent kinesiophobia in children with…",38,0.002561501491918894
NCT05501548,0,0.009873817609523314,0.095881566,high,Phase II Study of PARP Inhibitor Olaparib and IV Ascorbate in Castration Resistant Prostate Cancer | Prostate Cancer|Castration-resistant Prostate Cancer | This is a study to evaluate the safety and clinical activity of the combination of o…,38,0.002561501491918894
NCT05711290,1,0.009197017610561034,-0.223093227,high,"Oxygen Nanobubble Drink Impact on Exercise in Pulmonary Fibrosis | Pulmonary Fibrosis | Approximately 1 in 5 (or 12.7 million adults) in the UK have longstanding respiratory illnesses, and 6.5 million patients report taking prescription med…",38,0.002561501491918894
NCT05903820,1,-0.004122979798485176,0.045651954,low,Rhythmic Estradiol and Bone Health | Osteoporosis Risk|Menopause | The goal of this randomized-controlled trial is to compare the effect of rhythmic estrogen treatment to continuous estrogen treatment on bone turnover in healthy postmenopau…,38,0.002561501491918894
NCT05713981,1,-0.004106602662670866,0.020868223,low,The Impact of Dry Eye Syndrome on Metrics of Low Contrast Vision Before and After Meibomian Gland Expression | Meibomian Gland Dysfunction | The study aims to determine the impact of Meibomian Gland Dysfunction (MGD) dry eye on low contrast…,38,0.002561501491918894
NCT06877390,1,-0.004001879438633295,-0.136785582,low,Effect of Enhanced External Counterpulsation | Enhanced External Counterpulsation (EECP)|Acute Myocardial Infarction (AMI)|Drug-coated Balloon|Cardiac Rehabilitation | This study evaluated the efficacy and safety of enhanced extracorporeal …,38,0.002561501491918894
NCT05907226,1,-0.003778099053868118,-0.37324518,low,"Compare Smokers' Appraisal of Proposed Plain Packs and Existing Cigarette Packs | Health Risk Behaviors|Non Communicable Diseases | 2 Objectives

1. To explore the noticeability of pictorial health warnings and perceptions of attractiveness…",38,0.002561501491918894
NCT06496269,1,-0.0033883134383631843,0.057385206,low,"Impact of Microvascular Inflammation on Kidney Allograft Outcome | Transplant;Failure,Kidney|Kidney Transplant Rejection | Graft microvascular inflammation poses a significant challenge to successful kidney transplantation due to its hetero…",38,0.002561501491918894
NCT06103695,1,-0.003382130125405638,0.14159143,low,"Vtama in Psoriasis Patients Being Treated With Biologics. | Psoriasis | Open label study to assess 12 weeks of add-on VTAMA® (tapinarof) Cream, 1% QD in patients with ≥3% BSA who have received biologic therapy for at least 24 weeks.",38,0.002561501491918894
NCT05092659,1,-0.0033310226491084904,-0.117032684,low,"Patient Experience in Bariatric Surgery: Definition of New Indicators | Bariatric Surgery | Given the growing importance of placing the patient at the heart of care evaluation, the use of patient questionnaires such as Patient Reported Expe…",38,0.002561501491918894
NCT05568381,1,-0.0032067387345114185,0.193464115,low,Sleep Disturbance in MCI: A Study of a Cognitive Behavioural Therapy Digital Intervention | Cognitive Dysfunction|Insomnia|Mild Cognitive Impairment|Cognitive Disorder|Sleep Wake Disorders | This study aims to determine the feasibility of a…,38,0.002561501491918894
NCT06072885,1,0.010159471159506666,-0.03135749,high,Evaluation of Perioperative Lung Ultrasound Scores in Laparoscopic Pediatric Surgeries | Postoperative Pulmonary Atelectasis | Laparoscopic surgeries require carbon-dioxide into the abdomen which may occasionally lead to atelectasis. The ex…,85,0.002545835594143418
NCT05948098,1,0.008780688054122266,-0.095324039,high,"Facilitated Tucking Position, Gentle Human Touch Practices and Pain | Pain|Premature | This prospective study is planned as a randomized controlled study to evaluate the effect of facilitated tucking position and gentle human touch practice…",85,0.002545835594143418
NCT05856071,1,0.008369593920785973,-0.288340181,high,TEL and Clam Shell Exercises Affect After ACL | Knee Ligament Injury | The purpose of this study to determine the effects of the addition of isolated hip strengthening exercises to traditional rehabilitation after Anterior cruciate ligament…,85,0.002545835594143418
NCT06991569,1,0.007334893345180262,-0.279221594,high,Evaluation for Healing of Iatrogenic Perforation After Non Surgical Repair | Root Perforation at the Bifurcation Area|Strip Perforation|Lateral Perforation | The goal of this retrospective study is to evaluate the outcome of nonsurgical roo…,85,0.002545835594143418
NCT06930222,1,0.007300235295806487,-0.011069067,high,The Investigation of Predicting Mortality and Morbidity in Patients Admitted to Intensive Care Unit With Thoracic Trauma Using Selected Biomarkers and Parameters | Thorax Traumas | This prospective study aimed to predict morbidity and morta…,85,0.002545835594143418
NCT05982639,1,0.0072926933552344055,0.041631013,high,"Comparative Analysis of the Lung Inflammatory Response After Thoracic Surgery With Single or Double Lung Ventilation: a Randomized, Pilot, Trial | Thoracic Diseases|Surgery | The goal of this clinical trial is to compare in patients undergo…",85,0.002545835594143418
NCT05973227,1,0.007054695436846288,-0.042254925,high,InTRaoperative Imaging DEvice Based on endogeNous opTical Properties to Evaluate Bowel Oxygenation in Colorectal Resections | Left-sided Colorectal Resection : Diverticular Diseases|Left-sided Colorectal Resection : Colonic Neoplasms|Left-s…,85,0.002545835594143418
NCT06646393,1,0.006943536326875801,-0.071382463,high,The Effect of Paternal Skin-to-Skin Contact on Breastfeeding Process After Cesarean Section | Skin to Skin Contact|Skin to Skin Contact in Cesarean Deliveries | This study aims to investigate the effect of paternal skin contact on breastfee…,85,0.002545835594143418
NCT06294756,1,-0.0056757827479896154,0.046362616,low,"Sulfureous Water Therapy in Viral Respiratory Diseases | Long-COVID|Post COVID-19 Condition|Chronic COVID-19 Syndrome|Post Acute Sequelae of COVID-19 | The goal of this double-blind, interventional, randomized case-control, pilot trial is t…",85,0.002545835594143418
NCT05803161,1,-0.005096891321314843,0.038974728,low,"Congrong Runtong Oral Liquid in the Treatment of Functional Constipation (Yang-deficiency Type) | Functional Constipation | Using a placebo as a control, this study aims to preliminarily evaluate the clinical efficacy of Congrong Runtong or…",85,0.002545835594143418
NCT06280118,1,-0.004661895651331634,-0.083691746,low,"The Effect of Fatigue on CPR | Resuscitation | Background: This study, in contrast to the previous studies, generated a scenario of fatigue in an earthquake scenario and aimed to measure the effect of fatigue on the quality of cardiopulmona…",85,0.002545835594143418
NCT06103695,1,-0.004459543506745831,-0.133961886,low,"Vtama in Psoriasis Patients Being Treated With Biologics. | Psoriasis | Open label study to assess 12 weeks of add-on VTAMA® (tapinarof) Cream, 1% QD in patients with ≥3% BSA who have received biologic therapy for at least 24 weeks.",85,0.002545835594143418
NCT05755347,1,-0.004427440398944782,0.064889327,low,Assessing Functional Status Needs Via PRO Measures for Pts With Metastatic Breast Cancer | Breast Cancer|Metastasis | The purpose of this single-site non-randomized study is to identify areas of need related to functional status and overall…,85,0.002545835594143418
NCT06115044,1,-0.004369936427550556,0.211314067,low,"The DINE-Normal Proof-of-concept Study | Critical Illness|Enteral Nutrition|Time Restricted Feeding | Overarching hypothesis In critically ill adults enteral feeding in a diurnal intermittent pattern improves patient centred outcomes.

Rese…",85,0.002545835594143418
NCT06077474,1,-0.004359832094710327,-0.143636256,low,Validation of the Turkish Version of PTSD-RI-5 | Post-Traumatic Stress Disorder in Children | The aim of this study is to investigate the adaptation and validity of the DSM-5 PTSD-RI -5 scale in patients who have been exposed to traumatic e…,85,0.002545835594143418
NCT06666959,1,-0.004331561912695178,-0.033527639,low,Sevoflurane Versus Propofol in Endovascular Coiling of Cerebral Aneurysm | Propofol|Sevoflurane | The goal of this observational study is to learn about the anti-inflammatory effects of anesthetics on patients undergoing endovascular coilin…,85,0.002545835594143418
NCT05777265,1,0.008915616604472234,0.061255623,high,"The Effects of 16-Week Circuit Training in Healthy Women | Healthy Women | The aim of this study is to investigate the effects of 16-week CT on physical fitness parameters, pulmonary function, and quality of life in healthy women.",98,0.002455442715129976
NCT06591637,1,0.00662637171928111,0.162437856,high,"Fertility Supportive Behavior Education Based On Watson's Theory Of Human Care | Infertility, Female|IVF | Infertile individuals frequently attempt behavioral changes to enhance the effectiveness of their treatment and improve fertility out…",98,0.002455442715129976
NCT06606132,1,0.006126435698467958,0.017841756,high,"Effects of Immersive Virtual Reality on Quality of Life, Stress, Anxiety, Depression and Grip Strength in Fibromyalgia: A Pilot Study | Fibromyalgia (FM) | The aim of this pilot study is to determine the effectiveness of an exercise program…",98,0.002455442715129976
NCT05855837,1,0.00608176754156375,0.256916046,high,"Appetite Responses to Cereal Products | Satisfaction, Consumer | The purpose of this clinical trial is to investigate appetite responses to 2 cereal products in healthy adults.",98,0.002455442715129976
NCT06032871,1,0.005966866821427175,0.15229398,high,Comparisons of Two Airway Clearance Techniques | Airway Clearance Impairment | The goal of this clinical trial is to compare the effectiveness of two airway clearance techniques for patients with ventilator associated pneumonia. The main qu…,98,0.002455442715129976
NCT06632392,1,0.0059519147948735454,0.169484973,high,"The Effect of Simulation-Based Preoperative Nursing Care Education on Student | Preoperative Care|Nursing Education|Simulation|Clinical Practice | Today, different technologies are used in the stages of the education and training process. S…",98,0.002455442715129976
NCT06025526,0,0.005766263775826132,0.147102326,high,Effectiveness of the Aktivplan Digital Intervention (ACTIVE-CaRe Pilot) | Cardiac Rehabilitation|Secondary Prevention|Cardiovascular Diseases | The goal of this clinical pilot / feasibility study is to determine the feasibility of conductin…,98,0.002455442715129976
NCT05973227,1,0.005715997327615696,0.13082774,high,InTRaoperative Imaging DEvice Based on endogeNous opTical Properties to Evaluate Bowel Oxygenation in Colorectal Resections | Left-sided Colorectal Resection : Diverticular Diseases|Left-sided Colorectal Resection : Colonic Neoplasms|Left-s…,98,0.002455442715129976
NCT05987969,1,-0.006680210908971276,0.196811378,low,Efficacy and Safety of the Alena App as a Treatment for Social Anxiety Disorder | Social Anxiety Disorder (Social Phobia)|Social Anxiety|Social Anxiety Disorder | The present study is a randomised controlled trial that seeks to investigate …,98,0.002455442715129976
NCT05833139,1,-0.006060930924139285,0.21143645,low,A Study in Healthy Men to Test How Itraconazole Influences the Amount of Zongertinib (BI 1810631) in the Blood | Healthy | The main objective of this trial is to investigate the effect of multiple doses of the strong CYP3A inhibitor and rec…,98,0.002455442715129976
NCT05819424,1,-0.005565519343181222,0.107636407,low,"EpiCor Clinical Study on Rapid Immune Modulating Effects | Immune Surveillance | Clinical verification study evaluating the effects of a nutraceutical product. This study involves thirty participants composed of healthy adults, who will be …",98,0.002455442715129976
NCT06130345,1,-0.00489255097292812,-0.005133271,low,Post-marketing Safety of Elasomeran/Davesomeran and Andusomeran | SARS-CoV-2 | The main objective of the study is to evaluate the safety of the elasomeran/davesomeran and andusomeran vaccines as used in routine clinical practice.,98,0.002455442715129976
NCT06930222,1,-0.004840430470734418,0.034576934,low,The Investigation of Predicting Mortality and Morbidity in Patients Admitted to Intensive Care Unit With Thoracic Trauma Using Selected Biomarkers and Parameters | Thorax Traumas | This prospective study aimed to predict morbidity and morta…,98,0.002455442715129976
NCT05596994,1,-0.004567222170974219,0.124167085,low,"7T MRI for Light Therapy in Patients With Mild Cognitive Impairment and Mild AD | Mild Cognitive Impairment|Alzheimer's Disease | The purpose of this research study is to investigate the effect of a light treatment on sleep, memory and brai…",98,0.002455442715129976
NCT05422625,1,-0.004163683184469846,0.127281427,low,"PTNS for Female Patients Suffering From Multiple Sclerosis | Multiple Sclerosis|Overactive Bladder | This is a pilot, single blind, randomized, sham-controlled trial to assess the benefit of Percutaneous Tibial Nerve Stimulation (PTNS) in t…",98,0.002455442715129976
NCT05741385,1,-0.004058730057365665,0.087545596,low,"A Study to Compare How Different Substances (Caffeine, Warfarin, Omeprazole, Metoprolol, and Midazolam) Are Handled by the Body of Healthy People and People With Liver Cirrhosis | Liver Cirrhosis | This study is open to healthy adults and a…",98,0.002455442715129976
NCT06850155,1,0.0048209000431586446,0.257688016,high,"Gluteal Sling Release on Gluteal Dysfunction After in Primary Total Hip Arthroplasty | Hip Osteoarthritis|Osteoarthritis, Hip|Gluteus Maximus Muscle Atrophy|Muscle Weakness Condition|Fatty Degeneration | This study investigates the effects …",19,0.0022735830665462585
NCT06646393,1,0.00475944622832003,0.212937877,high,The Effect of Paternal Skin-to-Skin Contact on Breastfeeding Process After Cesarean Section | Skin to Skin Contact|Skin to Skin Contact in Cesarean Deliveries | This study aims to investigate the effect of paternal skin contact on breastfee…,19,0.0022735830665462585
NCT05742633,1,0.004089214085456661,0.244512007,high,Comparative Effect of Active Release Technique Versus Self-myofascial Release in Improving Piriformis Syndrome | Piriformis Syndrome | The goal of this Randomized controlled trial is to examine comparative effect of active release technique…,19,0.0022735830665462585
NCT05731102,1,0.004089096800430525,0.032832801,high,Diagnostic Survey of Mental and Substance Use Disorders Among Norwegian College and University Students | Mental Disorders|Substance Use Disorders|Treatment|Participation | The aims of this observational survey are to 1) collect data on the…,19,0.0022735830665462585
NCT05999682,1,0.0040259289338564486,0.045512747,high,"Improvement of Organ Function by Apigenin in Elderly Patients With Sepsis | Sepsis|Septic Shock | In this single-center, randomized, single-blind, placebo-controlled pilot clinical trial. The effect of apigenin on the improvement of organ f…",19,0.0022735830665462585
NCT06204796,1,0.003651610748247549,0.192375541,high,The Role of Vitamin D in Amelioration of Oral Lichen Planus and Its Effect on Salivary IFN-γ Level | Oral Lichen Planus|Vitamin D Deficiency | The goal of this clinical trial is to compare between the use of vitamin D supplement in conjunct…,19,0.0022735830665462585
NCT05707195,1,0.0034445044288969485,0.072801605,high,"Learning Excellence Program and Improvement of Quality Care | Satisfaction, Patient | Improving the quality of care is a daily goal in pediatric intensive care units. Measuring patient and family satisfaction is recognized as an indicator o…",19,0.0022735830665462585
NCT06533618,1,0.0034394142802500484,0.090178341,high,"Characterization of the ""Transfusion-dependent Prediabetes"" Using Continuous Glucose Monitoring | Prediabetic State | Dysglycemia is a frequent finding in transfusion-dependent thalassemia (TDT). The oral glucose tolerance test (OGTT) remai…",19,0.0022735830665462585
NCT06629870,1,-0.010377000796220273,0.175813437,low,Dental Anxiety During Restorative Dental Treatment | Hypnotherapy|Virtual Reality|Mindfulness | Anxiety refers to behavioural disorders associated with excessive fear and anxiety. Dental anxiety refers to excessive fear and anxiety at the t…,19,0.0022735830665462585
NCT05494359,1,-0.00970761984724902,0.100113437,low,The Diagnostic Value of Nitrogen Element (N) in Esophagus Cancer | Esophageal Cancer | The purpose of this study is to determine the diagnostic value of various nitrogen components in oral gas for esophagus cancer (ESCA) .,19,0.0022735830665462585
NCT06735547,1,-0.009547120460706538,0.169658318,low,"Effectiveness of a Mobile Telerehabilitation Tool Versus Conventional Treatment in Total Knee Arthroplasty | Musculoskeletal Disorders|Knee Osteoarthritis (OA) | Knee arthroplasty is one of the most common surgical procedures, and early reh…",19,0.0022735830665462585
NCT05770284,1,-0.008370742986285222,-0.009162652,low,"Effect of Exercise Based Regimen on Frailty in Children With Liver Disease | Liver Diseases | Frailty is now a well-known complication of liver disease and various studies, including pediatric literature studies, have recognized it as a poo…",19,0.0022735830665462585
NCT06162507,1,-0.007428215503748561,0.231368959,low,"Study of CM310 in Children Subjects With Moderate-to-severe Atopic Dermatis | Atopic Dermatitis | This is a multi-center, single arm, open-label study to evaluate safety in children patients with moderate-to severe atopic dermatis.",19,0.0022735830665462585
NCT06565884,1,-0.006953564822188127,0.298662186,low,"Study on the Safety, Efficacy of Home RF Cosmetic Instrument in the Treatment of Facial or Periorbital Wrinkles（F-MFR300-RD-003） | Skin Wrinkles | This is a multicenter trial with randomized control and evaluator blind method, which meets t…",19,0.0022735830665462585
NCT06991569,1,-0.0065716697169045804,0.239473879,low,Evaluation for Healing of Iatrogenic Perforation After Non Surgical Repair | Root Perforation at the Bifurcation Area|Strip Perforation|Lateral Perforation | The goal of this retrospective study is to evaluate the outcome of nonsurgical roo…,19,0.0022735830665462585
NCT06101498,1,-0.006332525611878736,0.147349387,low,Peroperative Fluid Management in Major Gynecological Cancer Surgeries | Fluid Overload|Fluid Loss|Perioperative/Postoperative Complications|Acute Kidney Injury | The aim of this study is to evaluate the effect of perioperative fluid managem…,19,0.0022735830665462585
NCT06764901,1,0.009796641156208352,-0.016489599,high,Scalable Technology for Online Prevention of Child Sexual Abuse (CSA) and CSA Materials | Sexual Behavior|Child Sexual Abuse Material (CSAM) Consumption|Behavioural Disorder|Behavior Problems|Online Behaviour | 1. Summary The STOP-CSAM Stud…,34,0.002256971914204833
NCT06053632,1,0.008172721667986025,-0.073817082,high,"Young Age Soccer Player's Lower Limb Muscle Imbalance and Functional Status | Healthy | A randomized controlled trial is designed to examine the effects of low-load and high-velocity eccentric exercises on lower limb muscular properties, im…",34,0.002256971914204833
NCT06310083,1,0.007335269926893488,-0.144370526,high,Endoscopic Submucosal Resection Turbinoplasty VS Turbinectomy | Turbinate; Hypertrophy Mucous Membrane | The aim of our study is to compare endoscopic submucosal resection Turbinoplasty and partial inferior turbinectomy regarding clinical a…,34,0.002256971914204833
NCT05954143,1,0.007043551169183502,0.075610079,high,"Trial of BDC-1001 +/- Pertuzumab in Subjects With HER2-Positive Metastatic Breast Cancer | Metastatic Breast Cancer|HER2-positive Breast Cancer | This is an open-label, Phase 2 study to evaluate preliminary anti-tumor activity, safety, tole…",34,0.002256971914204833
NCT05702840,1,0.006972799296700032,0.110630661,high,"EXerCise wEight Loss | Overweight and Obesity | The overall aim of this study is to investigate the effects of home-based resistance exercise programme on changes in body composition and strength during weight loss, in people living with ob…",34,0.002256971914204833
NCT06198192,1,0.006942204079814473,-0.033423875,high,Effects of Pilates Exercises on Hearing Impairment Children | Hearing Impaired Children | This study will determine the effects of Pilates exercises on static and dynamic balance in children with hearing impairment. Children with hearing im…,34,0.002256971914204833
NCT06718881,1,0.00625675445275192,-0.171032518,high,Investigation of the Effect of Virtual Reality Environment on Developing Clinical Skills in Nursing Students | University Students | To reduce the negative consequences of these problems in clinical practice on the quality of education in t…,34,0.002256971914204833
NCT06850155,1,0.006153350497787074,-0.242644295,high,"Gluteal Sling Release on Gluteal Dysfunction After in Primary Total Hip Arthroplasty | Hip Osteoarthritis|Osteoarthritis, Hip|Gluteus Maximus Muscle Atrophy|Muscle Weakness Condition|Fatty Degeneration | This study investigates the effects …",34,0.002256971914204833
NCT05819424,1,-0.0054891449162732895,-0.008829564,low,"EpiCor Clinical Study on Rapid Immune Modulating Effects | Immune Surveillance | Clinical verification study evaluating the effects of a nutraceutical product. This study involves thirty participants composed of healthy adults, who will be …",34,0.002256971914204833
NCT05987969,1,-0.005003407248495933,-0.201479793,low,Efficacy and Safety of the Alena App as a Treatment for Social Anxiety Disorder | Social Anxiety Disorder (Social Phobia)|Social Anxiety|Social Anxiety Disorder | The present study is a randomised controlled trial that seeks to investigate …,34,0.002256971914204833
NCT05808595,1,-0.004762661636814301,-0.066141315,low,The Safety and Efficacy of AlphaWave® L-Theanine on Adults Who Experience Moderate Stress on a Regular Basis | Stress | The objective of this study is to evaluate the efficacy of AlphaWave® L-Theanine on stress among adults who experience m…,34,0.002256971914204833
NCT03825965,1,-0.004749121467343684,-0.122912787,low,"Cannabinoids vs. Placebo on Persistent Post-surgical Pain Following TKA: A Pilot RCT | Knee Osteoarthritis | Each year, approximately 75,000 Canadians undergo knee replacement surgery, and up to 25% develop persistent post-surgical pain. Pe…",34,0.002256971914204833
NCT06053437,0,-0.004727866099292441,-0.10712868,low,"Prognostic Indicators in Pituitary Adenoma Surgery: a Comprehensive Analysis of Surgical Outcomes and Complications. | Pituitary Adenoma|Surgery-Complications | Predicting the outcome of pituitary surgery, particularly the risk of complicat…",34,0.002256971914204833
NCT06646393,1,-0.0042640619759549735,-0.345932484,low,The Effect of Paternal Skin-to-Skin Contact on Breastfeeding Process After Cesarean Section | Skin to Skin Contact|Skin to Skin Contact in Cesarean Deliveries | This study aims to investigate the effect of paternal skin contact on breastfee…,34,0.002256971914204833
NCT06037031,1,-0.004132223942874589,-0.005556427,low,A Study to Learn How the Body Processes the Study Medicine Called PF-07923568 in People With Loss of Kidney Function | Renal Impairment | The purpose of this study is to understand how the loss of kidney function affects study medicine (PF-…,34,0.002256971914204833
NCT06204796,1,-0.0038657099988154186,-0.050857395,low,The Role of Vitamin D in Amelioration of Oral Lichen Planus and Its Effect on Salivary IFN-γ Level | Oral Lichen Planus|Vitamin D Deficiency | The goal of this clinical trial is to compare between the use of vitamin D supplement in conjunct…,34,0.002256971914204833
NCT05950880,0,0.012441064133779491,-0.095324337,high,"Effect of High Intensity Exercises in Treatment of Patients With Shoulder Impingement Syndrome | Shoulder Impingement Syndrome | Purposes of the study

To investigate the effect of adding High-Intensity Exercises to conventional physical th…",97,0.002237009212650405
NCT06010173,1,0.009851697693157604,-0.176959038,high,Evaluation of Gadopiclenol for Magnetic Resonance Imaging (MRI) in Japanese Adults and Children | Lesion in Body Region|CNS Lesion | This trial conducted in Japan includes 2 different cohorts of patients: adult patients and pediatric patien…,97,0.002237009212650405
NCT06294535,1,0.009848496700783471,-0.136357218,high,"The Accuracy of Reconstruction of Orbital Walls Fracture Using Prebent Mesh Versus Patient Specific Implant | Orbital Fractures | under GA, incision to access to orbital walls. Then insertion of prebent titanium mesh or customized titanium …",97,0.002237009212650405
NCT06755333,1,0.008003732887392517,-0.06877742,high,"Oral Hygiene Management of Hematologic Patients Undergoing Auto-transplantation | Hematopoietic Stem Cell Transplantation | This study assessed the effectiveness of a preventive protocol that included oral hygiene measures, patient educatio…",97,0.002237009212650405
NCT06310083,1,0.008003491131225927,-0.044493169,high,Endoscopic Submucosal Resection Turbinoplasty VS Turbinectomy | Turbinate; Hypertrophy Mucous Membrane | The aim of our study is to compare endoscopic submucosal resection Turbinoplasty and partial inferior turbinectomy regarding clinical a…,97,0.002237009212650405
